institution_number,institution_name,type,first_date,last_date,num_months
28748,WESTMARK MORTGAGE L.P.,Originator,2010-05-01,2010-10-01,6
28749,CARDINAL FUNDING CORPORATION,Originator,2010-05-01,2010-05-01,1
28750,PULSE FUNDING OF TEXAS INC,Originator,2010-05-01,2011-02-01,5
28751,ALLIANCE LENDING SERVICES INC,Originator,2010-06-01,2011-01-01,7
28753,COMMUNITY RESIDENTIAL MORTGAGE LLC,Originator,2011-03-01,2011-03-01,1
28756,ACCEPTANCE FIRST MORTGAGE,Originator,2010-06-01,2010-08-01,2
28758,DAVIDSON MORTGAGE SERVICES INC,Originator,2010-05-01,2011-03-01,11
28759,WEP FINANCIAL SERVICES INC,Originator,2010-07-01,2010-09-01,2
28760,AMERICAN MORTGAGE LOAN SERVICES LLC,Originator,2010-05-01,2011-03-01,10
28763,ABSOLUTE MORTGAGE COMPANY INC,Originator,2010-09-01,2011-02-01,6
28764,FAY SERVICING LLC,Originator,2014-01-01,2023-02-01,103
28767,BANK RHODE ISLAND,Originator,2010-05-01,2011-03-01,3
28768,THE FIRST BEXLEY BANK,Originator,2010-05-01,2014-10-01,51
28769,GOLD QUEST GROUP LLC,Originator,2010-05-01,2011-03-01,11
28770,BLACKSTONE LENDING GROUP INC,Originator,2010-05-01,2010-05-01,1
28772,PRIEZ CORP,Originator,2010-08-01,2010-08-01,1
28774,METROPLEX MORTGAGE SERVICES INC,Originator,2010-05-01,2011-02-01,9
28775,"ELITE FINANCIAL GROUP, LLC",Originator,2010-05-01,2011-05-01,10
28776,CONTACT ONE MORTGAGE CORP,Originator,2010-05-01,2011-05-01,12
28778,BOULEVARD MORTGAGE GROUP LLC,Originator,2010-05-01,2011-05-01,13
28779,ATLANTIC MORTGAGE DIRECT LLC,Originator,2010-05-01,2011-03-01,11
28780,COASTLINE MORTGAGE CONSULTANTS LLC,Originator,2010-05-01,2010-06-01,2
28782,LEADER BANK NA,Originator,2010-05-01,2025-06-01,174
28783,AFFILIATED BANK,Originator,2010-05-01,2018-03-01,95
28783,"AFFILIATED BANK, N.A.",Originator,2018-04-01,2020-12-01,33
28783,SUSSER BANK,Originator,2021-01-01,2025-06-01,44
28783,AFFILIATED BANK,Sponsor,2014-10-01,2015-10-01,3
28783,"AFFILIATED BANK, N.A.",Sponsor,2018-04-01,2019-11-01,4
28783,SUSSER BANK,Sponsor,2021-01-01,2021-01-01,1
28785,THOMASVILLE NATIONAL BANK,Originator,2010-08-01,2010-12-01,2
28786,PRIMELENDING VENTURES LLC,Originator,2010-05-01,2015-08-01,64
28786,"PRIMELENDING VENTURES, LLC",Originator,2015-09-01,2018-02-01,30
28786,"HIGHLAND HOMELOANS, LLC",Originator,2018-03-01,2025-06-01,88
28792,TREATY OAK MORTGAGE LLC,Originator,2010-05-01,2010-08-01,4
28793,PERSPECTIVE FINANCIAL SERVICES LLC,Originator,2010-05-01,2011-02-01,7
28794,TEAM MORTGAGE COMPANY LLC,Originator,2010-05-01,2011-02-01,10
28795,DSK INVESTMENTS INC,Originator,2010-05-01,2011-01-01,7
28797,JAA ENTERPRISES INC,Originator,2010-06-01,2010-10-01,4
28798,SECURE CAPITAL MORTGAGE INC,Originator,2010-05-01,2011-01-01,9
28799,PHL3 LLC,Originator,2010-08-01,2011-09-01,14
288,FINANCIAL CONCEPTS MORTGAGE LLC,Originator,2016-06-01,2025-06-01,109
28802,UNITED COUNTRY HOME MORTGAGE LLC,Originator,2010-05-01,2011-01-01,9
28803,MIDWEST CAPITAL MORTGAGE INC,Originator,2010-05-01,2011-01-01,9
28804,HYPERION FUNDING LLC,Originator,2011-03-01,2011-03-01,1
28808,GOLD COAST FEDERAL CREDIT UNION,Originator,2010-07-01,2011-01-01,3
28809,STONE RIVER LENDING LLC,Originator,2010-05-01,2011-03-01,11
28812,NORTHERN SIERRA FINANCIAL SERVICES,Originator,2010-05-01,2011-02-01,10
28813,P D Q CORP,Originator,2010-07-01,2010-07-01,1
28814,CAPITAL FINANCIAL NETWORK LLC,Originator,2010-05-01,2010-08-01,3
28815,GREENBROOK MORTGAGE ASSOCIATES LLC,Originator,2010-05-01,2010-12-01,8
28818,THE LENDING FIRM LLC,Originator,2010-05-01,2011-04-01,12
28819,GID SERVICES,Originator,2010-06-01,2011-01-01,2
28820,WALLSTREET MORTGAGE AND REALTY INC,Originator,2010-05-01,2010-05-01,1
28822,BAYSHORE HOME LOANS INC,Originator,2010-07-01,2010-09-01,2
28823,CALIFORNIA STATE REALTY INC,Originator,2010-05-01,2010-12-01,3
28825,HIGH POINT BANK AND TRUST CO,Originator,2011-02-01,2011-02-01,1
28826,GARDEN STATE HOME FINANCE INC,Originator,2010-06-01,2011-04-01,5
28827,MUTUAL FINANCIAL CORPORATION,Originator,2010-05-01,2011-01-01,6
28828,LAKES MORTGAGE GROUP,Originator,2010-05-01,2011-05-01,6
28833,AFFINITY ENTERPRISES INC,Originator,2010-06-01,2011-02-01,7
28836,AMERITEC CAPITAL,Originator,2010-05-01,2010-07-01,3
28837,GREAT WESTERN FINANCIAL SERVICES INC,Originator,2010-05-01,2023-10-01,162
28838,PLATINUM MORTGAGE PARTNERS LLC,Originator,2010-05-01,2011-01-01,7
28839,COVENANT MORTGAGE LLC,Originator,2010-05-01,2014-01-01,35
28841,WEST BAY FINANCIAL SERVICES INC,Originator,2010-07-01,2010-12-01,3
28842,FAMILY MORTGAGE INC,Originator,2010-05-01,2011-02-01,9
28843,HOME FINANCE CORPORATION,Originator,2010-05-01,2010-06-01,2
28844,PRINCIPAL MORTGAGE LLC,Originator,2010-05-01,2011-02-01,10
28845,X-PERT MORTGAGE OF ILLINOIS INC,Originator,2010-05-01,2011-02-01,10
28848,INDEPENDENT FINANCIAL GROUP INC,Originator,2010-07-01,2011-03-01,2
28849,GREAT STATE MORTGAGE LLC,Originator,2010-05-01,2011-01-01,6
28851,SUMMIT COMMUNITY BANK,Originator,2010-05-01,2014-07-01,51
28852,BANK OF MONTGOMERY,Originator,2010-07-01,2010-07-01,1
28853,GIBSLAND BANK & TRUST,Originator,2010-05-01,2011-03-01,8
28854,VANTAGE POINT BANK,Originator,2010-05-01,2014-08-01,33
28855,THE PEOPLES BANK,Originator,2010-05-01,2011-01-01,4
28856,MORTGAGE HOLDINGS INC,Originator,2010-05-01,2010-12-01,8
28856,WESTERN BANCORP,Originator,2011-01-01,2018-12-01,82
28856,MORTGAGE HOLDINGS INC,Sponsor,2010-07-01,2010-11-01,5
28856,WESTERN BANCORP,Sponsor,2011-01-01,2016-02-01,25
28858,COMMUNITY CAPITAL BANK,Originator,2010-05-01,2011-11-01,18
28859,HOMEPLUS CORPORATION,Originator,2010-06-01,2011-04-01,7
28860,HEALTH CARE IDAHO CREDIT UNION,Originator,2010-06-01,2011-02-01,7
28861,ONYX FINANCIAL INC,Originator,2010-05-01,2011-02-01,10
28862,UNIVERSAL MORTGAGE INC,Originator,2010-05-01,2011-06-01,13
28863,NORTHWEST EQUITY SOLUTIONS INC,Originator,2010-05-01,2011-04-01,11
28865,EFINITY MORTGAGE LLC,Originator,2010-05-01,2011-04-01,7
28866,CAPITAL CITY MORTGAGE CORPORATION,Originator,2010-07-01,2011-01-01,3
28867,MARCACRI INVESTMENT INC,Originator,2010-05-01,2011-01-01,9
28868,EXECUTIVE LENDING SERVICES INC,Originator,2010-05-01,2010-09-01,3
28869,ARCADIAN MORTGAGE CORPORATION,Originator,2010-08-01,2010-08-01,1
28871,TRISTONE FINANCIAL LLC,Originator,2010-05-01,2011-05-01,13
28872,EQUITY MORTGAGE OF TENNESSEE,Originator,2010-11-01,2010-11-01,1
28873,COUNTRYSIDE HOME LOANS LLC,Originator,2010-06-01,2011-02-01,3
28874,CAROLINA MORTGAGE AUTHORITY INC,Originator,2010-05-01,2011-03-01,9
28875,USA DIRECT MORTGAGE INC,Originator,2010-05-01,2011-02-01,9
28876,FAIRWAY FINANCIAL SERVICES INC,Originator,2010-05-01,2011-01-01,7
28878,BAYBRIDGE HOME LENDING LTD,Originator,2010-05-01,2011-05-01,9
28880,AMERIFIRST HOME MORTGAGE CORP,Originator,2010-08-01,2010-08-01,1
28881,JNJ PROPERTIES INC,Originator,2010-05-01,2011-02-01,9
28882,CAPSTONE BANK,Originator,2010-05-01,2017-11-01,71
28884,SELECT HOME MORTGAGE LLC,Originator,2010-05-01,2011-11-01,18
28885,DEPENDABLE MORTGAGE INC,Originator,2010-05-01,2010-05-01,1
28886,NEIGHBORHOOD MORTGAGE SOLUTIONS LLC,Originator,2010-06-01,2013-04-01,33
28886,NEIGHBORHOOD MORTGAGE SOLUTIONS LLC,Sponsor,2011-05-01,2011-05-01,1
28888,L.R. ROYAL INC,Originator,2010-06-01,2011-02-01,9
28889,"NORTHERN JERSEY FINANCIAL SERVICES, LLC",Originator,2010-05-01,2010-05-01,1
28891,FIRST COMMUNITY MORTGAGE GROUP INC,Originator,2010-05-01,2011-02-01,7
28892,CASTLE ROCK MORTGAGE LLC,Originator,2010-05-01,2011-01-01,9
28893,SALMON BAY COMMUNITY LENDING INC,Originator,2010-05-01,2010-12-01,7
28894,PARK AVENUE MORTGAGE CORP,Originator,2010-05-01,2011-01-01,8
28896,STRANO MORTGAGE LLC,Originator,2010-05-01,2011-01-01,9
28897,LENDING WAREHOUSE OF AMERICA INC,Originator,2010-05-01,2010-10-01,2
28898,V THOMAS FIRST CHOICE MORTGAGE LLC,Originator,2010-05-01,2011-02-01,8
28899,NATIONWIDE HOME LOAN SOLUTIONS INC,Originator,2010-05-01,2011-01-01,8
289,PRIMARY PARTNERS,Originator,2017-05-01,2025-06-01,87
289,PRIMARY PARTNERS,Sponsor,2017-09-01,2020-08-01,3
28900,DIVERSIFIED MORTGAGE LENDING INC,Originator,2010-06-01,2011-08-01,9
28901,RUIDOSO MORTGAGE COMPANY INC,Originator,2010-05-01,2011-01-01,6
28902,ARPLLS INC,Originator,2010-07-01,2010-07-01,1
28903,NU SOURCE LENDING MORTGAGE CORPORATION,Originator,2010-05-01,2011-01-01,7
28905,USA FUNDING MORTGAGE GROUP INC,Originator,2010-07-01,2011-06-01,3
28906,F & M BANK AND TRUST COMPANY,Originator,2010-07-01,2010-09-01,3
28906,F & M BANK AND TRUST COMPANY,Sponsor,2011-03-01,2011-03-01,1
28907,COLORADO HOME MORTGAGE CORPORATION,Originator,2010-05-01,2011-03-01,11
28908,ENCORE FINANCIAL GROUP LLC,Originator,2010-05-01,2010-12-01,3
28909,CAPITAL MORTGAGE LENDING INC,Originator,2010-06-01,2011-02-01,6
28910,DIAMOND BANK,Originator,2010-05-01,2011-01-01,4
28911,CITIZENS COMMUNITY BANK,Originator,2010-05-01,2010-12-01,5
28912,UNITED MORTGAGE LLC,Originator,2010-05-01,2011-01-01,9
28914,SUNCOUNTRY LENDING INC,Originator,2010-05-01,2011-01-01,6
28916,FHR RESIDENTIAL MORTGAGE LLC,Originator,2010-05-01,2010-08-01,3
28918,NEW SUNRISE HOME LOANS INC,Originator,2010-06-01,2011-02-01,6
28920,AMERICA SELECT MORTGAGE INC,Originator,2010-05-01,2011-03-01,9
28921,BANKORION,Originator,2010-06-01,2010-10-01,2
28922,ECHOPOINT MORTGAGE COMPANY,Originator,2010-09-01,2010-10-01,2
28923,JACINTO MORTGAGE GROUP II INC,Originator,2010-05-01,2011-05-01,10
28924,PREMIER BANK,Originator,2010-06-01,2010-06-01,1
28925,PREMIER BANK ROCHESTER,Originator,2010-07-01,2010-07-01,1
28927,SYCAMORE LENDING GROUP INC,Originator,2010-05-01,2011-02-01,8
28929,REVERSE MORTGAGES FOR SENIORS INC,Originator,2010-05-01,2011-03-01,8
28930,LIVINGSTONE MORTGAGE INC,Originator,2010-05-01,2010-08-01,3
28931,IKON FINANCIAL GROUP LLC,Originator,2010-05-01,2011-04-01,12
28932,FREEHOLD CAPITAL INC,Originator,2010-05-01,2011-03-01,9
28933,FAIRVIEW HOME MORTGAGE LLC,Originator,2010-05-01,2010-07-01,3
28934,HOMETOWN LENDING PARTNERS LLC,Originator,2010-06-01,2011-01-01,6
28935,NEW ENGLAND BEST RATE MTG & EQUITY,Originator,2010-06-01,2011-01-01,8
28936,EQUIPLUS INC,Originator,2010-05-01,2011-02-01,9
28937,LND LENDING INC,Originator,2010-05-01,2010-11-01,3
28939,FIRST FINANCIAL SOLUTIONS INC,Originator,2010-05-01,2011-03-01,8
28941,COMMUNITY NATIONAL BANK,Originator,2010-06-01,2010-11-01,4
28942,PROMAX MORTGAGE SERVICES INC,Originator,2010-06-01,2011-02-01,7
28943,AZ HOME LOANS INC,Originator,2010-05-01,2013-08-01,39
28944,VENTURE FINANCIAL INC,Originator,2010-05-01,2011-01-01,5
28945,SAMMAMISH MORTGAGE COMPANY,Originator,2010-05-01,2011-05-01,10
28947,DEWITT MORTGAGE SERVICES & PROPERTY MANA,Originator,2010-05-01,2011-03-01,9
28948,BETTER LOANS CORPORATION,Originator,2010-10-01,2010-10-01,1
28951,IOWA MORTGAGE SOLUTIONS INC,Originator,2010-05-01,2011-03-01,11
28952,UNLIMITED FINANCIAL CORP,Originator,2010-05-01,2011-04-01,9
28953,BIG HORIZON MORTGAGE CORPORATION,Originator,2010-07-01,2011-03-01,3
28954,NATIONS MORTGAGE CAPITAL INC,Originator,2010-05-01,2011-04-01,10
28955,LENDER DIRECT INC,Originator,2010-05-01,2011-04-01,11
28956,WHOLESALE MORTGAGE LLC,Originator,2010-06-01,2011-04-01,4
28957,CAPITAL FINANCIAL GROUP INC,Originator,2010-05-01,2011-04-01,10
28958,CAROUSEL MORTGAGE LOAN CORP,Originator,2010-07-01,2011-02-01,7
28959,HEARTLAND MORTGAGE INC,Originator,2010-06-01,2011-01-01,8
28960,RELIANCE HOME MORTGAGE GROUP INC,Originator,2010-06-01,2010-09-01,2
28961,NEW CENTURY CONSULTING INC,Originator,2010-05-01,2011-02-01,9
28962,GREEN KEY MORTGAGE LLC,Originator,2010-05-01,2010-08-01,3
28963,CHARIS MORTGAGE CORPORATION,Originator,2010-05-01,2011-03-01,7
28965,LANDMARK FUNDING GROUP INC,Originator,2010-05-01,2011-02-01,8
28968,ASSOCIATED MORTGAGE SERVICES INC,Originator,2010-05-01,2011-03-01,11
28969,BC RYAN & ASSOCIATES INC,Originator,2010-05-01,2011-04-01,11
28970,FRONTLINE FINANCIAL LLC,Originator,2010-05-01,2011-05-01,12
28971,SOUTHWEST FINANCIAL SERVICES LLC,Originator,2010-05-01,2011-02-01,9
28972,THE MORTGAGE SPECIALIST LP,Originator,2010-05-01,2010-12-01,6
28974,TEXAS MORTGAGE AUTHORITY LLC,Originator,2010-08-01,2010-08-01,1
28975,PRESTIGE HOME MORTGAGE LLC,Originator,2010-05-01,2011-05-01,11
28976,AXCIDION MORTGAGE CORPORATION,Originator,2010-05-01,2010-08-01,3
28978,RANCHO CAPITAL GROUP INC,Originator,2010-05-01,2011-01-01,8
28979,MARSHALL MORTGAGE INC,Originator,2010-05-01,2011-02-01,7
28980,TRUST ONE MORTGAGE CORPORATION,Originator,2010-05-01,2011-01-01,6
28982,MOUNTAIN VALLEY FINANCIAL LLC,Originator,2010-05-01,2013-05-01,12
28984,DAY AIR CREDIT UNION,Originator,2010-05-01,2014-12-01,31
28985,LANDMARK COMMUNITY BANK,Originator,2010-05-01,2011-02-01,5
28987,BANK OF ST AUGUSTINE,Originator,2010-05-01,2011-01-01,8
28988,BAY CITIES BANK,Originator,2010-05-01,2011-03-01,5
28990,JACKSBORO NATIONAL BANK,Originator,2010-08-01,2025-05-01,125
28992,SOUTH ATLANTIC MORTGAGE CORPORATION,Originator,2010-08-01,2010-08-01,1
28994,CENTRAL ONE FEDERAL CREDIT UNION,Originator,2011-07-01,2012-03-01,5
28996,"INTER-LAKE MORTGAGE COMPANY, LLC",Originator,2010-05-01,2011-03-01,11
28997,COMMUNITY CREDIT UNION,Originator,2013-06-01,2025-05-01,39
28998,BENWORTH CAPITAL PARTNERS,Originator,2010-06-01,2011-03-01,4
290,SMARTBANK,Originator,2016-04-01,2025-06-01,95
29001,MEGANJAKE INC,Originator,2010-05-01,2010-12-01,6
29002,PHOENIX MORTGAGE LLC,Originator,2010-10-01,2011-01-01,4
29004,HP INVESTMENTS INC,Originator,2010-05-01,2011-05-01,11
29008,MORTGAGE ONE OF THE SOUTH INC,Originator,2010-05-01,2025-04-01,134
29009,POLONIA BANK,Originator,2010-10-01,2016-02-01,45
29009,POLONIA BANK,Sponsor,2012-11-01,2012-11-01,1
29010,ASHEFORD FUNDING GROUP LLC,Originator,2010-05-01,2011-01-01,8
29011,YOUR MONEY STORE MORTGAGE INC,Originator,2010-08-01,2010-11-01,3
29015,WASHINGTON MORTGAGE GROUP INCL,Originator,2010-05-01,2011-01-01,9
29019,COUNSEL MORTGAGE GROUP LLC,Originator,2010-05-01,2011-02-01,7
29020,QUALITY FUNDING LLC,Originator,2010-05-01,2010-12-01,6
29021,ALPHA II MORTGAGE INC,Originator,2010-05-01,2011-03-01,7
29022,OREAD MORTGAGE LLC,Originator,2010-05-01,2011-02-01,10
29023,DYNASTY MORTGAGE NETWORK LLC,Originator,2010-05-01,2011-02-01,10
29025,US FINANCIAL LLC,Originator,2010-08-01,2010-11-01,3
29027,ACADEMY MORTGAGE INC,Originator,2010-05-01,2010-12-01,5
29028,MERIDIAN MORTGAGE FINANCIAL LLC,Originator,2010-05-01,2010-12-01,2
29029,SAVANNAH RIVER BANKING COMPANY,Originator,2010-09-01,2011-07-01,6
29030,MARIMARK MORTGAGE LLC,Originator,2010-05-01,2011-03-01,6
29031,SANIBEL CAPTIVA COMMUNITY BANK,Originator,2010-08-01,2010-08-01,1
29034,PEOPLESBANK,Originator,2010-06-01,2015-10-01,44
29038,CUSTOM MORTGAGE CORPORATION,Originator,2010-07-01,2011-03-01,6
29048,SOUTHEASTERN MORTGAGE SOLUTIONS INC,Originator,2010-05-01,2011-03-01,11
29049,VALLEY NATIONAL BANK,Originator,2011-11-01,2025-06-01,80
29050,THE FIRST NATIONAL BANK OF TEXHOMA,Originator,2010-09-01,2010-09-01,1
29051,COMMUNITY SOUTHERN BANK,Originator,2010-05-01,2010-10-01,4
29052,FIRST CITIZENS' FEDERAL CREDIT UNION,Originator,2010-09-01,2010-09-01,1
29053,CHARTER MORTGAGE LLC,Originator,2010-05-01,2011-05-01,12
29054,J & D HOME LOANS INC,Originator,2010-05-01,2011-04-01,6
29055,MORTGAGE PLUS CORPORATION,Originator,2010-06-01,2010-10-01,4
29056,INFINITI INVESTMENT & LOAN INC.,Originator,2010-05-01,2010-12-01,6
29059,CAPITAL PLUS CORP,Originator,2010-05-01,2011-03-01,11
29061,NIRVANA REAL ESTATE & MORTGAGE SERVICES,Originator,2010-05-01,2011-01-01,5
29062,AESLECH INC,Sponsor,2010-09-01,2010-09-01,1
29063,CITIZENS NATIONAL BANK,Originator,2010-06-01,2011-06-01,10
29065,ATLANTA MORTGAGE LENDING LLC,Originator,2010-06-01,2011-02-01,8
29066,LINCOLN WAY MORTGAGE INC,Originator,2010-05-01,2010-05-01,1
29067,FORT FINANCIAL CREDIT UNION,Originator,2010-05-01,2010-11-01,2
29068,"THE MORTGAGE CONNECTION, LLC",Originator,2010-05-01,2011-02-01,2
29069,BONNEVILLE FINANCIAL SERVICES INC,Originator,2010-05-01,2011-01-01,8
29072,LONE STAR CREDIT UNION,Originator,2010-05-01,2010-06-01,2
29073,BURKE & HERBERT BANK & TRUST CO.,Originator,2010-12-01,2010-12-01,1
29074,DALCO MORTGAGE COMPANY LLC,Originator,2010-05-01,2011-03-01,10
29075,AMERICAN TRUST MORTGAGE INC,Originator,2010-05-01,2011-02-01,10
29076,FIRST HOME BANK,Originator,2010-07-01,2011-01-01,3
29077,NDFC CAPITAL  CORP,Originator,2010-05-01,2011-08-01,15
29077,NDFC CAPITAL  CORP,Sponsor,2010-07-01,2011-08-01,7
29078,HOMEMORTGAGE LLC,Originator,2010-05-01,2012-10-01,10
29079,FAMILY MORTGAGE INC,Originator,2010-05-01,2010-09-01,5
29080,"DKF ENTERPRISE, INC",Originator,2010-05-01,2011-02-01,10
29081,EAST SIDE GROUP LLC,Originator,2010-05-01,2011-03-01,11
29082,AREA HOME LENDING LLC,Originator,2010-05-01,2011-03-01,11
29083,SMI LENDING INC,Originator,2010-05-01,2011-02-01,10
29084,PRESTIGE MORTGAGE LLC,Originator,2010-05-01,2011-02-01,9
29085,LANDMARK SOUTHWEST LENDING INC,Originator,2010-05-01,2010-12-01,7
29087,INTERNATIONAL FINANCING INC,Originator,2010-07-01,2010-09-01,2
29088,FIRST STATE BANK OF DEKALB COUNTY,Originator,2011-01-01,2011-01-01,1
29091,COMMUNITY SOUTH BANK AND TRUST,Originator,2010-05-01,2011-10-01,13
29092,T.T.M. FINANCE LLC,Originator,2010-06-01,2011-04-01,4
29093,MENCONI & ASSOCIATES,Originator,2010-05-01,2011-03-01,11
29094,SATORI FINANCIAL MORTGAGE GROUP LLC,Originator,2010-05-01,2011-05-01,7
29096,MGE MORTGAGE CORPORTION,Originator,2010-05-01,2011-04-01,10
29097,ACCESS HOME LOANS LLC,Originator,2010-06-01,2011-03-01,8
29099,FLORIDIAN FINANCIAL MORTGAGE LLC,Originator,2010-05-01,2011-02-01,10
29100,SHREVEPORT MORTGAGE LENDING LLC,Originator,2010-05-01,2011-02-01,10
29103,LIBERTY HOME FUNDING INC,Originator,2010-07-01,2011-03-01,5
29106,UNITED BANKERS LLC,Originator,2010-05-01,2011-06-01,12
29109,1ST WESTERN HOME LOANS INC,Originator,2010-05-01,2010-11-01,6
29110,UNIVERSAL CAPITAL SERVICES INC,Originator,2010-05-01,2011-04-01,12
29111,EAGLE MORTGAGE OF KENTUCKY INC,Originator,2010-05-01,2011-04-01,8
29112,NORTHERN ILLINOIS MORTGAGE CORP,Originator,2010-06-01,2010-12-01,4
29113,PROFESSIONAL MORTGAGE & LOAN INC,Originator,2010-05-01,2011-02-01,5
29114,DIRECT FUNDING LLC,Originator,2010-06-01,2010-11-01,5
29115,HOMEVALUE MORTGAGE INC,Originator,2010-06-01,2011-04-01,7
29116,ARAMCO MORTGAGE INC,Originator,2010-05-01,2010-12-01,5
29117,DERBY CITY FINANCIAL LLC,Originator,2010-05-01,2011-02-01,10
29118,TRU FINANCE INC,Originator,2010-05-01,2010-07-01,2
29119,AK BELL INC,Originator,2010-05-01,2011-02-01,10
29121,WORLD FINANCIAL MORTGAGE GROUP CORP,Originator,2010-05-01,2010-05-01,1
29122,HOME LOANS BY U INC,Originator,2010-07-01,2011-01-01,7
29123,SECURITY PLUS FINANCIAL CORPORATION,Originator,2010-05-01,2010-09-01,3
29125,ROCKFORD BELL CREDIT UNION,Originator,2010-06-01,2010-06-01,1
29126,HOPEWELL FEDERAL CREDIT UNION,Originator,2010-07-01,2011-01-01,4
29127,JEFFERSON FEDERAL BANK,Originator,2010-05-01,2010-05-01,1
29128,MEMBERS ADVANTAGE CREDIT UNION,Originator,2010-06-01,2010-12-01,4
29130,EAGLE SAVINGS BANK,Originator,2011-05-01,2021-03-01,10
29131,C.  WATSON FINANCIAL INC,Originator,2010-05-01,2011-02-01,9
29133,P A MORTGAGE SERVICE INC,Originator,2010-06-01,2011-01-01,5
29136,COLORADO HOME MORTGAGES INC,Originator,2010-05-01,2011-02-01,9
29137,RESIDENTIAL MORTGAGE DIVISION LLC,Originator,2010-05-01,2012-01-01,19
29138,BAYFIELD HOME LOANS LLC,Originator,2010-06-01,2011-03-01,6
29140,INTEGRA FINANCIAL GROUP LLC,Originator,2010-05-01,2011-04-01,11
29141,ASPIRE HOME LOANS INC,Originator,2010-05-01,2011-02-01,9
29143,AMERICA FIRST MORTGAGE & LOAN SERVICES,Originator,2010-05-01,2010-11-01,2
29146,FIRST JERSEY FINANCIAL CORP,Originator,2010-05-01,2011-03-01,10
29147,FAMILY HOME FINANCE LLC,Originator,2010-05-01,2011-01-01,9
29150,HIAWATHA BANK AND TRUST COMPANY,Originator,2010-05-01,2011-02-01,8
29151,SOLUTIONS FINANCIAL MORTGAGE COMPANY,Originator,2010-05-01,2011-02-01,10
29152,PREMIER HOME MORTGAGE & FINANCE INC,Originator,2010-08-01,2011-04-01,6
29153,TRADITIONS BANK,Originator,2010-05-01,2012-08-01,24
29154,GRANITE CITY MORTGAGE OF ALEXANDRIA INC,Originator,2010-05-01,2011-04-01,11
29155,GOLDEN LENDERS LLC,Originator,2010-05-01,2011-02-01,10
29156,"MORTGAGE MASTERS, INC",Originator,2010-05-01,2011-01-01,9
29161,ELITE MORTGAGE SOLUTIONS INC,Originator,2010-05-01,2011-04-01,12
29162,THOROUGHBRED LENDING COMPANY LLC,Originator,2010-05-01,2011-02-01,9
29163,NASA FEDERAL CREDIT UNION,Originator,2010-06-01,2025-06-01,145
29165,MORTGAGEWORKSHOP INC,Originator,2010-05-01,2011-06-01,10
29166,ROCKY MOUNTAIN MORTGAGE OF MT LLC,Originator,2010-05-01,2011-02-01,10
29168,PREMIER MORTGAGE LLC,Originator,2010-05-01,2011-03-01,11
29169,SOURCE ONE FINANCE INC,Originator,2010-05-01,2011-01-01,6
29171,LOAN SOUTH MORTGAGE INC,Originator,2010-05-01,2011-05-01,13
29172,PORCH LIGHT MORTGAGE LLC,Originator,2010-05-01,2011-03-01,9
29173,CITIZENS BANK OF LAFAYETTE,Originator,2010-05-01,2010-12-01,7
29174,LEGACY MORTGAGE AND INVESTMENT CORPORATI,Originator,2010-05-01,2011-01-01,8
29175,FLORIDA MORTGAGE SOLUTIONS GROUP INC,Originator,2010-05-01,2011-04-01,12
29176,COLUMBIA MORTGAGE INC,Originator,2010-05-01,2011-03-01,10
29178,WHOLESALE WEST LENDING INC,Originator,2010-05-01,2011-02-01,10
29180,PINNACLE BANK,Originator,2010-05-01,2011-02-01,9
29182,NEW COMMUNITY MORTGAGE GROUP LLC,Originator,2010-07-01,2011-01-01,6
29183,DOUGLAS MORTGAGE SERVICES INC,Originator,2010-05-01,2010-08-01,3
29184,HUDSON VALLEY FEDERAL CREDIT UNION,Originator,2010-05-01,2019-09-01,109
29184,HUDSON VALLEY CREDIT UNION,Originator,2019-10-01,2025-05-01,43
29186,CENTRAL SUNBELT FEDERAL CREDIT UNION,Originator,2010-05-01,2011-03-01,6
29187,FIRST EDITION COMMUNITY CREDIT UNION,Originator,2010-05-01,2010-05-01,1
29188,AMSTAR MORTGAGE NETWORK INC,Originator,2010-05-01,2011-04-01,9
29193,VAULT MORTGAGE INC,Originator,2010-05-01,2011-05-01,9
29194,TEXAS NATIONAL BANK,Originator,2010-05-01,2010-06-01,2
29195,UNITED FINANCIAL GROUP LLC,Originator,2010-05-01,2011-04-01,12
29196,MBL BANK,Originator,2010-05-01,2011-01-01,6
29197,SPECTRA FINANCIAL INC,Originator,2010-05-01,2010-12-01,7
29199,MORTGAGE GIVER LLC,Originator,2010-05-01,2011-01-01,9
29200,TYCHOR MORTGAGE ENTERPRISES INC,Originator,2010-07-01,2011-01-01,3
29202,FOOTHILLS MORTGAGE & EQUITY INC,Originator,2010-06-01,2011-01-01,6
29204,LIONS GATE MORTGAGE GROUP LLC,Originator,2010-05-01,2011-02-01,10
29205,RIVERMARK COMMUNITY CREDIT UNION,Originator,2010-07-01,2010-10-01,2
29206,FARMERS AND MERCHANTS BANK,Originator,2010-08-01,2011-02-01,4
29207,BOMAC MORTGAGE INC,Originator,2010-05-01,2010-12-01,5
29208,AFFORDABLE MORTGAGE ADVISORS LLC,Originator,2010-05-01,2011-04-01,12
29209,HOMEWARD RESIDENTIAL INC,Originator,2016-06-01,2019-03-01,34
29209,HOMEWARD RESIDENTIAL INC,Sponsor,2016-12-01,2018-02-01,14
29211,ALL AMERICAN MORTGAGE INC,Originator,2010-08-01,2011-01-01,2
